02:18:29,576;L1;L2;L3;P1;P2;P3;zapylenie;kierunek wiatru;predkosc wiatru;temp pkt rosy;PH;temp1;wilgotnosc;metan
20:49:24,954;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:24,959;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:24,962;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:24,967;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:24,972;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:24,976;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:24,982;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:24,988;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:24,994;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:24,999;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,003;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,008;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;225,251343;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,012;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,016;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,022;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,027;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,031;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,036;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,040;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,045;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,050;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,054;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,058;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,062;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,066;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,073;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,079;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,084;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,089;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,093;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,098;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,102;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,107;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,111;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,116;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,120;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,124;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,127;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,131;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,135;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,139;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,144;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,149;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,153;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,156;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,160;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,165;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,169;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,174;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,181;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,188;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,193;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,199;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,203;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,207;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,210;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,214;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,218;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,223;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,227;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,232;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,236;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,240;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,245;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,249;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,254;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,258;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,262;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,267;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,272;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,279;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,284;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,288;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,292;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,295;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,300;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,304;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,308;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,313;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,318;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,322;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,325;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,329;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,333;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,336;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,340;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,344;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,349;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,354;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,359;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,363;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,367;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,372;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,376;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,381;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,386;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,392;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,397;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,402;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,408;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,411;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,415;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,419;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,424;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,429;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,434;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,439;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,443;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,447;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,451;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,456;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,460;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,465;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,470;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,475;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,482;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,488;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,492;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,496;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,500;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,504;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,508;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,512;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,516;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,519;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,523;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,527;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,531;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,536;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,540;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,544;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,548;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,553;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,558;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,561;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,565;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,569;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,572;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,576;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,580;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,584;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,588;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,592;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,596;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,600;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,604;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,608;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,612;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,617;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,621;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,625;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,631;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,637;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,643;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,649;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,654;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,659;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,663;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,668;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,672;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,676;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,680;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,683;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,687;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,691;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,695;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,699;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,704;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,708;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,712;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,716;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,721;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,725;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,729;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,734;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,740;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,745;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
20:49:25,752;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;0,000000;4,760761;10,407715;13,469997;55,622864;0,000000
